tweet_id,favorites,retweets,user_followers,user_favourites,date_time
829141528400556032,24872,7508,8667155,144574,2017-02-08 01:35:19
829011960981237760,54014,16607,8667155,144574,2017-02-07 17:00:28
828801551087042563,0,3480,8667155,144574,2017-02-07 03:04:22
828770345708580865,26026,5989,8667155,144574,2017-02-07 01:00:22
828708714936930305,37212,11428,8667155,144574,2017-02-06 20:55:28
828650029636317184,9686,1381,8667155,144574,2017-02-06 17:02:17
828409743546925057,6451,1185,8667155,144574,2017-02-06 01:07:28
828408677031882754,7807,1315,8667155,144574,2017-02-06 01:03:14
828381636999917570,12814,2258,8667155,144574,2017-02-05 23:15:47
828376505180889089,7518,1092,8667155,144574,2017-02-05 22:55:23
828372645993398273,12782,2998,8667155,144574,2017-02-05 22:40:03
828361771580813312,2235,174,8667155,144574,2017-02-05 21:56:51
828046555563323392,11987,2930,8667155,144574,2017-02-05 01:04:17
828011680017821696,10536,2195,8667155,144574,2017-02-04 22:45:42
827933404142436356,20468,5354,8667155,144574,2017-02-04 17:34:40
827653905312006145,15771,3083,8667155,144574,2017-02-03 23:04:02
827600520311402496,7570,961,8667155,144574,2017-02-03 19:31:54
827324948884643840,16167,3123,8667155,144574,2017-02-03 01:16:53
827199976799354881,10772,2281,8667155,144574,2017-02-02 17:00:17
826958653328592898,21987,5125,8667155,144574,2017-02-02 01:01:21
826848821049180160,37114,10400,8667156,144574,2017-02-01 17:44:55
826615380357632002,0,4079,8667156,144574,2017-02-01 02:17:19
826598799820865537,5219,257,8667156,144574,2017-02-01 01:11:25
826598365270007810,10244,2397,8667156,144574,2017-02-01 01:09:42
826476773533745153,18790,4295,8667156,144574,2017-01-31 17:06:32
826240494070030336,13549,2657,8667156,144574,2017-01-31 01:27:39
826204788643753985,4975,946,8667156,144574,2017-01-30 23:05:46
826115272272650244,15972,3209,8667156,144574,2017-01-30 17:10:04
825876512159186944,10678,1922,8667156,144574,2017-01-30 01:21:19
825829644528148480,12980,2545,8667156,144574,2017-01-29 22:15:05
